sku,name,imgurl,category,description
A78129S,Очиститель дисков (триггер) 500 мл AVS AVK-036,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/qod505jxt9uwv1w_4a7803ed.jpg,Для колес и шин,Применяется для очистки колесных дисков всех типов. Безопасен для шин.
A07029S,Очиститель для рук (с дозатором) 700 мл AVS AVK-051,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/4194gh93mhvtm8k_610679b4.jpg,Очистители для рук,"Удаляет любые загрязнения: смолы, масло, краски, герметики, и многое другое. Микрогранулы способствуют глубокому очищению и мягкому «абразивному» действию."
A78522S,Очиститель карбюратора и воздушной заслонки инжектора (аэрозоль) 335 мл AVS AVK-045,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/lwly0u0wpwjinss_fed332d2.jpg,Для подкапотного пространства,"Стабилизирует работу двигателя, улучшает запуск, нормализует расход топлива, уменьшает токсичность выхлопа. В качестве профилактического средства может применяться 2-3 раза в год."
A78232S,"Размораживатель стекол и замков ""антилед"" (аэрозоль) 520 мл AVS AVK-121",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/39uhlys9b0hpw2x_92e545c3.jpg,"Для стекол, фар и кузова",Удаляет лед с любых поверхностей автомобиля. Не оставляет разводов и матового налета.
A78066S,Очиститель карбюратора и воздушной заслонки инжектора (аэрозоль) 520 мл AVS AVK-025,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/cylixbbg0q5jpn0_715160ae.jpg,Для подкапотного пространства,"Стабилизирует работу двигателя, улучшает запуск, нормализует расход топлива, уменьшает токсичность выхлопа. В качестве профилактического средства может применяться 2-3 раза в год."
A78242S,"Размораживатель стекол и замков ""Антилёд"" (триггер) 500 мл AVS AVK-126",https://avs-auto.ru/storage/photo/resized/axy_210x210/e/752nogjysj0kfld_7ab89534.jpg,"Для стекол, фар и кузова","Предназначен для размораживания стёкол, зеркал и замков дверей."
A78065S,Очиститель внешних поверхностей двигателя пенный (аэрозоль) 520 мл AVS AVK-024,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/0gzkc0brzh0xo5r_fd840304.jpg,Для подкапотного пространства,"Применяется для очистки внешней поверхности двигателей автомобилей, мотоциклов, моторных лодок, квадроциклов, сельхоз- и садовой техники и промышленного оборудования."
A78132S,Очиститель двигателя (триггер) 500 мл AVS AVK-037,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/0jg9tlsq6szh2ig_51ecc332.jpg,Для подкапотного пространства,Эффективно и быстро очищает внешнюю поверхность двигателя и подкапотного пространства. Рекомендуется для периодической очистки двигателя и для предпродажной подотовки.
A78712S,Полироль для приборной панели матовый (Кофе) 125 мл AVS AVK-082,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/fj8bgf30x8gh90a_154ede73.jpg,Для салона,"Нежно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектный блеск матового оттенка."
A78521S,Очиститель деталей тормозов и сцепления (аэрозоль) 335 мл AVS AVK-044,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/1njilaft0g104jo_ee42f6f.jpg,Для колес и шин,"Высокоэффективное средство для очистки тормозных колодок, барабанов, дисков, цилиндров и других деталей тормозных механизмов любых типов, а также деталей сцепления. Применяется без разборки очищаемых систем."
A78136S,"Очиститель винила, пластика и резины (триггер) 500 мл AVS AVK-038",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/g0s4sbjzb7nlgw8_893a73d6.jpg,Для салона,"Эффективное средство для очищения приборной панели, винила, пластика от любых типов загрязнений."
A07214S,Полироль для приборной панели матовый (аэрозоль) 1 л AVS AVK-095,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/cu1ysrztj7bq26b_ba19a5c3.jpg,Для салона,"Нежно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектное матовое покрытие."
A78239S,Размораживатель замков с силиконом 60 мл AVS AVK-123,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/tkncv00ofr76epn_5895629.jpg,Зимний уход за авто,Быстро размораживает замки дверей. Предотвращает повторное замерзание. Вытесняет влагу и защищает от коррозии.
A78240S,Размораживатель замков с силиконом (аэрозоль) 50 мл AVS AVK-124,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/dhhysnhoy093hv9_cf72a592.jpg,Сервисные средства и смазки,Быстро размораживает замки дверей. Предотвращает повторное замерзание. Вытесняет влагу и защищает от коррозии.
A78070S,Очиститель велюра и обивки салона пенный (аэрозоль) 520 мл AVS AVK-029,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/8am4t9mlvufn92i_31ae144e.jpg,Для салона,Предназначен для удаления различных загрязнений с элементов обивки салона автомобиля. Удаляет грязь из нижних слоёв обивки. Обладает глубоким очищающим эффектом.
A78067S,Очиститель деталей тормозов и сцепления (аэрозоль) 520 мл AVS AVK-026,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/v4fmp8b8c1ulq4m_d39be123.jpg,Для колес и шин,"Высокоэффективное средство для очистки тормозных колодок, барабанов, дисков, цилиндров и других деталей тормозных механизмов любых типов, а также деталей сцепления. Применяется без разборки очищаемых систем."
A78049S,Очиститель битумных пятен и следов насекомых (триггер) 500 мл AVS AVK-019,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/qfz3wnposh3m133_d2dd5b62.jpg,"Для стекол, фар и кузова","Удаляет пятна битума с кузова автомобиля, стекол фар, решетки радиатора, бампера и хромированных деталей."
A78562S,"Жидкий ключ ""Средство для отвинчивания приржавевших деталей"" (аэрозоль) 140 мл AVS AVK-165",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/svelhknnyu9c08q_44df1b6f.jpg,Сервисные средства и смазки,"Эффективный состав незаменим при ремонте автомобиля. Специальное масло, входящее в состав препарата, обладает высокой степенью пенетрации (проникновения) и позволяет быстро вернуть подвижность заржавевшим резьбовым соединениям, смазать скрипящие петли, пружины, заедающие замки, вытеснить влагу с электрических контактов."
A78847S,Жидкая резина (прозрачный) (аэрозоль) 650 мл AVS AVK-303,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/07fa8wa3072dblq_d7ef5de9.jpg,Лакокрасочные материалы,"Высококачественное средство для дизайнерских работ, временной защиты любых поверхностей, тюнинга авто и мототехники. Обладает бархатистой резиновой фактурой, сохраняет эластичность при любых погодных условиях и легко удаляется, без применения специальных средств."
A78075S,"Жидкий ключ ""Средство для отвинчивания приржавевших деталей"" (аэрозоль) 335 мл AVS AVK-112",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/iwx9szcldnv4fg7_562981f0.jpg,Сервисные средства и смазки,"Эффективный состав незаменим при ремонте автомобиля. Специальное масло, входящее в состав препарата, обладает высокой степенью пенетрации (проникновения) и позволяет быстро вернуть подвижность заржавевшим резьбовым соединениям, смазать скрипящие петли, пружины, заедающие замки, вытеснить влагу с электрических контактов."
A07121S,Жидкая резина (желтый) (аэрозоль) 650 мл AVS AVK-308,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/0yz4owvppew7xeo_52866ec6.jpg,Лакокрасочные материалы,"Высококачественное средство для дизайнерских работ, временной защиты любых поверхностей, тюнинга авто и мототехники. Обладает бархатистой резиновой фактурой, сохраняет эластичность при любых погодных условиях и легко удаляется, без применения специальных средств."
A78846S,Жидкая резина (черный) (аэрозоль) 650 мл AVS AVK-302,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/kbvcr08q87vnw2k_84036964.jpg,Лакокрасочные материалы,"Высококачественное средство для дизайнерских работ, временной защиты любых поверхностей, тюнинга авто и мототехники. Обладает бархатистой резиновой фактурой, сохраняет эластичность при любых погодных условиях и легко удаляется, без применения специальных средств."
A78243S,"Антиреагент ""Универсальный очиститель"" (триггер) 500 мл AVS AVK-127",https://avs-auto.ru/storage/photo/resized/axy_210x210/a/hjqprhlli5lwzs9_ddbf1cc0.jpg,Сервисные средства и смазки,"Быстро и эффективно удаляет загрязнения кузова, образующиеся при эксплуатации автомобиля в зимний период: следы дорожных реагентов, пятна нефтепродуктов и сажу от выхлопных газов."
A78615S,Антизапотеватель (аэрозоль) 210 мл AVS AVK-077,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/8b7di0ylm012cyp_7077773c.jpg,"Для стекол, фар и кузова","Предотвращает запотевание стекол в автомобиле, обеспечивая отличную видимость в условиях высокой влажности воздуха."
A78050S,Очиститель велюра и ковров пенный (триггер) 500 мл AVS AVK-020,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/s0k2fo68io4csrj_1c9875c9.jpg,Для салона,Предназначен для удаления различных загрязнений с элементов обивки салона автомобиля. Может использоваться в быту.
A78053S,Антизапотеватель с распылителем 300 мл AVS AVK-023,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/7w4iaiyea1sr106_9bb8a7ce.jpg,"Для стекол, фар и кузова","Предотвращает запотевание стекол в автомобиле, обеспечивая отличную видимость в условиях высокой влажности воздуха."
A78370S,Антидождь (триггер) 500 мл AVS AVK-073,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/i1vlf8cq21kum83_6ce77579.jpg,"Для стекол, фар и кузова","Предотвращает запотевание стекол в автомобиле на долгое время, обеспечивая прекрасную видимость, повышает безопасность движения в условиях высокой влажности воздуха."
A78919S,Жидкая резина (голубой) (аэрозоль) 650 мл AVS AVK-306,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/fz6wa2xfjq4wa0s_b3c72155.jpg,Лакокрасочные материалы,"Высококачественное средство для дизайнерских работ, временной защиты любых поверхностей, тюнинга авто и мототехники. Обладает бархатистой резиновой фактурой, сохраняет эластичность при любых погодных условиях и легко удаляется, без применения специальных средств."
A78614S,Антиобледенитель (аэрозоль) 210 мл AVS AVK-166,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/pspjhsm79u39kse_94030a2.jpg,Сервисные средства и смазки,"Применяется для предотвращения обледенения автомобиля, значительно облегчает очистку автомобиля после снегопада и налипания льда. Может использоваться для размораживания автомобильных и бытовых замков всех типов."
A78051S,Химчистка салона (триггер) 500 мл AVS AVK-021,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/l9hyyuo6q8f47ti_8924a78.jpg,Для салона,Эффективно и быстро удаляет пятна и загрязнения с обивки салона. Восстанавливает первоначальный цвет и текстуру обработанной поверхности. Обладает приятным запахом.
A78228S,Универсальный обезжириватель (аэрозоль) 520 мл AVS AVK-040,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/2si0zxgasht3a1f_d0498df3.jpg,Сервисные средства и смазки,"Применяется для очистки и обезжиривания поверхностей деталей автомобилей на всех этапах кузовного ремонта, в быту."
A78514S,Жидкие подкрылки (аэрозоль) 520 мл AVS AVK-157,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/q8kre0j1uzlkgsu_f24432fc.jpg,Средства от коррозии,"Надежная защита от коррозии и абразивного износа колесных арок автомобиля, наиболее подверженных воздействию песка, мелких камней и гравия. Эффект микровспенивания состава придает покрытию дополнительные шумо- и теплоизоляционные свойства."
A78560S,Антигель (для дизеля) 520 мл AVS AVK-163,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/pnimpw01jd8k5mj_98518e0c.jpg,Для подкапотного пространства,Предназначен для улучшения показателей текучести дизельного топлива при эксплуатации автомобиля в зимнее время. Предотвращает загустевание дизельного топлива на морозе. На 500 литров.
A78917S,Жидкая резина (белый) (аэрозоль) 650 мл AVS AVK-304,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/1gz5k8bxpaa2ek2_482b47ed.jpg,Лакокрасочные материалы,"Высококачественное средство для дизайнерских работ, временной защиты любых поверхностей, тюнинга авто и мототехники. Обладает бархатистой резиновой фактурой, сохраняет эластичность при любых погодных условиях и легко удаляется, без применения специальных средств."
A78083S,Автошампунь для бесконтактной мойки концентрат 1:5 (1л) AVS AVK-004,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/cq0imo5l5fteath_c6d2673f.jpg,Автошампуни и воск для сушки,Автошампунь для бесконтактной мойки(концентрат).
A78372S,Антигравий белый (аэрозоль) 520 мл AVS AVK-137,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/6uywxn3y8s4wtzt_d7c2ed0a.jpg,Средства от коррозии,"Антигравий AVS предназначен для эффективной защиты нижней части кузова автомобиля (колесные арки, пороги, фартук, днище и т.д.) от повреждений ударами различных вылетающих из-под колес частичек и дорожных реагентов."
A78616S,Антигель (для дизеля) 340 мл AVS AVK-167,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/qpnt3i00ou9yb22_e235b0c3.jpg,Для подкапотного пространства,Предназначен для улучшения показателей текучести дизельного топлива при эксплуатации автомобиля в зимнее время. Предотвращает загустевание дизельного топлива на морозе. Облегчает пуск двигателя. Снижает расход топлива.
A78371S,Антидождь с распылителем 200 мл AVS AVK-074,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/cqsuujb13quk04p_40adfc28.jpg,"Для стекол, фар и кузова","Образует на стекле прозрачную, гидрофобную пленку, которая создает защитный барьер от воды и грязи."
A78229S,Антигравий черный (аэрозоль) 520 мл AVS AVK-118,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/egpzuqix4zas8ys_ccdad388.jpg,Средства от коррозии,"Антигравий AVS предназначен для эффективной защиты нижней части кузова автомобиля (колесные арки, пороги, фартук, днище и т.д.) от повреждений ударами различных вылетающих из-под колес частичек и дорожных реагентов."
A78096S,Холодная сварка универсальная 55 г AVS AVK-110,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/h0g0g6w25uutifu_d97bfe68.jpg,Клеи и герметики,"Для быстрого и надежного склеивания, ремонта деталей и узлов, герметизации соединений и емкостей в различных комбинациях."
A78373S,Антигравий прозрачный (аэрозоль) 520 мл AVS AVK-138,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/j5krj8w6900vxbq_7d9403e2.jpg,Средства от коррозии,"Антигравий AVS предназначен для эффективной защиты нижней части кузова автомобиля (колесные арки, пороги, фартук, днище и т.д.) от повреждений ударами различных вылетающих из-под колес частичек и дорожных реагентов."
A78064S,Автошампунь с воском 500 мл AVS AVK-001,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/txky8og7x8rxkud_bd04df8b.jpg,Автошампуни и воск для сушки,"Автошампунь эффективно отмывает дорожные загрязнения с любых поверхностей. Входящий в состав полимерные компоненты обеспечивают превосходный глянец и длительную защиту кузова автомобиля от дорожной грязи, атмосферных осадков и ультрафиолета."
A78365S,"Автошампунь ""Универсальный"" (Яблоко) 500 мл AVS AVK-007",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/iq8q7j5itq6zwrj_2c8edbab.jpg,Автошампуни и воск для сушки,Концентрированное и высокоэффективное средство для регулярного бережного ухода за лакокрасочным покрытием автомобиля при ручной мойке.
A78052S,Автостеклоочиститель летний (триггер) 500 мл AVS AVK-022,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/9wcvtke7eir9x27_9185cc36.jpg,"Для стекол, фар и кузова","Эффективно очищает стекла от дорожных загрязнений и масляно-жировой пленки, придавая стеклам абсолютную прозрачность и не оставляя разводов"
A78081S,"Автошампунь ""Металлик"" 500 мл AVS AVK-002",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/r6u0n67fcun04n8_6118ebed.jpg,Автошампуни и воск для сушки,"Автошампунь специально разработан для бережной мойки и ухода за кузовом автомобиля, окрашенным краской «металлик», «хамелеон» или «перламутр»."
A78094S,"Холодная сварка быстрого действия (радиатор, бензобак) 55 г AVS AVK-108",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/0pqolhgz5eihnap_ba40ab17.jpg,Клеи и герметики,"Клей холодная сварка для радиатора и бензобака - для быстрого и надежного ремонта, герметизации радиаторов и бензобаков."
A78358S,Клей токопроводящий для ремонта обогрева стекла 2 мл AVS AVK-134,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/bevn9gajq9a135a_abc9f63b.jpg,Клеи и герметики,Токопроводящий клей на никеле предназначен для ремонта нитей обогрева заднего стекла автомобиля.
A78384S,Антидождь NEW FORMULA (триггер) 500 мл AVS AVK-075,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/hh4py54v9yanad6_fc752ad0.jpg,"Для стекол, фар и кузова","Водоотталкивающее средство для стёкол, зеркал, фар автомобиля, а также пластиковых визоров мотоциклетных шлемов. Образует на стекле стойкую полимерную пленку."
A78095S,Холодная сварка термостойкая (глушитель) 55 г AVS AVK-109,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/uoiygy90ke52gat_31162336.jpg,Клеи и герметики,"Для надежного склеивания, ремонта, герметизации соединений, работающих при температурах от -60ºС до +250ºС."
A07123S,Эмаль универсальная алкид. (черный матовый) (аэрозоль) 520 мл AVS AVK-501,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/q7ackazj7qd4iot_6e2c38ae.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A78093S,Холодная сварка для металла 55 г AVS AVK-107,https://avs-auto.ru/storage/photo/resized/axy_210x210/f/xukrd394g0p6c0u_2da90f0b.jpg,Клеи и герметики,"Для быстрого и надежного склеивания, ремонта, герметизации соединений из разнородных металлов: стали и её сплавов, в т.ч. нержавеющих, алюминия, латуни."
A07122S,Эмаль универсальная алкид. (черный глянцевый) (аэрозоль) 520 мл AVS AVK-500,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/p6cmrrtfkj1k6bm_1d790ac6.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A78322S,Клей эпоксидный (ускоренный) 60 г AVS AVK-130,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/10znbiv87ybi5pl_63b9a9be.jpg,Клеи и герметики,"Эпоксидный клей предназначен для быстрого ремонта и прочного соединения деталей из черных и цветных металлов, пластмасс, стекла, керамики, дерева."
A78394S,Активная пена для мойки (аэрозоль) 520 мл AVS AVK-010,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/bl91tvdb90omhfv_d27f6868.jpg,Автошампуни и воск для сушки,Бесконтактная мойка. Удаляет любые загрязнения.
A07127S,Эмаль универсальная алкид. (синий) (аэрозоль) 520 мл AVS AVK-505,https://avs-auto.ru/storage/photo/resized/axy_210x210/d/pv32hg1d7rib10w_f8485057.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A78071S,"Сухая химчистка ""Пенная"" (аэрозоль) 520 мл AVS AVK-030",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/b2vvvgng6g2t9j1_d662e110.jpg,Для салона,"Предназначен для удаления различных загрязнений с элементов обивки салона автомобиля. Рекомендуется использовать в холодное время года, когда сушка салона после влажной очистки занимает достаточно много времени."
A78128S,"Омыватель стёкол ""Мухомой"" концентрат (1/5) 1 л.AVS AVK-035",https://avs-auto.ru/storage/photo/resized/axy_210x210/h/k8y4eyxkegr9bvk_9f12d689.jpg,"Для стекол, фар и кузова","Удаляет следы насекомых, дорожную пыль, грязь, копоть. Предназначен для использования в системе омывания стекол в летний период."
A78359S,Клей для зеркал заднего вида 2 мл AVS AVK-135,https://avs-auto.ru/storage/photo/resized/axy_210x210/b/pq0fdrjln0ub0jl_cb0f33e7.jpg,Клеи и герметики,"Применяется для зеркал заднего вида, а также других материалов."
A07128S,Эмаль универсальная алкид. (серый) (аэрозоль) 520 мл AVS AVK-506,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/f3eeb4j9t3p00ez_a843ba69.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A78381S,Термоключ с эффектом заморозки (аэрозоль) 335 мл AVS AVK-144,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/2c3mu7xdy6d19zu_199a191b.jpg,Сервисные средства и смазки,Быстродействующая проникающая смазка с замораживающим эффектом. Предназначена для облегчения отвинчивания механических узлов и резьбовых соединений. Разрушает слои продуктов коррозии за счет усадочной деформации вследствие резкого кратковременного понижения температуры (до -30°С).
A78783S,"Сухая химчистка ""Пенная"" щетка-крышка (аэрозоль) 650 мл AVS AVK-048",https://avs-auto.ru/storage/photo/resized/axy_210x210/b/ab56z6v2fk0243b_2c1b11ca.jpg,Для салона,"Предназначен для удаления различных загрязнений с элементов обивки салона автомобиля. Рекомендуется использовать в холодное время года, когда сушка салона после влажной очистки занимает достаточно много времени."
A78133S,"Полироль пластика, винила (Яблоко) (аэрозоль) 335 мл AVS AVK-067",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/9y9i0z4uendes5z_4ee9bdca.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя."
A07564S,"Автошампунь ""Металлик"" 1 л AVS AVK-702",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/0ylochvqq0owh70_937447da.jpg,Автошампуни и воск для сушки,"Автошампунь специально разработан для бережной мойки и ухода за кузовом автомобиля, окрашенным краской «металлик», «хамелеон» или «перламутр»."
A07130S,Эмаль универсальная алкид. (темно-зеленый) (аэрозоль) 520 мл AVS AVK-508,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/lslerbrwbqvm7sq_901bd3ff.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A78227S,Супер растворитель ржавчины (аэрозоль) 335 мл AVS AVK-122,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/1n0kjtvxvtzz7sz_bc071104.jpg,Средства от коррозии,"Универсальное средство с широким спектром применения. Благодаря высокой проникающей способности эффективно растворяет ржавчину, очищает от смолы, клея, жира."
A78231S,Мастика резино-битумная (аэрозоль) 520 мл AVS AVK-120,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/4u0fv6lxkub6r32_543f6980.jpg,Средства от коррозии,"Резино-битумная мастика предназначена для защиты нижней части кузова автомобиля от разрушительного воздействия камней, песка, растворов дорожных реагентов, воды, а также для обеспечения дополнительной противошумной изоляции днища кузова."
A78233S,"Полироль пластика, винила (Vanilla / Ваниль) (аэрозоль) 335 мл AVS AVK-072",https://avs-auto.ru/storage/photo/resized/axy_210x210/a/tng90xp72fkf869_19193a38.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя."
A07541S,"Автошампунь для б/к мойки ""Active Foam"" (1:2-5) 21,5 кг AVS STANDART PF-30",https://avs-auto.ru/storage/photo/resized/axy_210x210/i/him6u2pwy5mvcln_4d101051.jpg,Автошампуни и воск для сушки,"Концентрированное слабощелочное средство для бесконтактной мойки автотранспорта. Без труда удаляет дорожную пыль, грязь, масло, следы от насекомых."
A78134S,"Полироль пластика, винила (Апельсин) (аэрозоль) 335 мл AVS AVK-068",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/54mfit73sj5mt0b_15e50e32.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя."
A78135S,"Полироль пластика, винила (Горная свежесть) (аэрозоль) 335 мл AVS AVK-069",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/kqhgw16krzasof0_d216e3d9.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя."
A07133S,Эмаль универсальная алкид. (оранжевый) (аэрозоль) 520 мл AVS AVK-511,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/3scebbync85l20p_1f0dd14d.jpg,Лакокрасочные материалы,Предназначена для окраски металлических и деревянных поверхностей. Применяется для наружных и внутренних работ. Легко наносится на труднодоступные места.
A07540S,"Автошампунь для б/к мойки ""Active Foam"" (1:2-5) 5,4 кг AVS STANDART PF-30",https://avs-auto.ru/storage/photo/resized/axy_210x210/f/7shylpxg4iq28dq_1ac5f2a0.jpg,Автошампуни и воск для сушки,"Концентрированное слабощелочное средство для бесконтактной мойки автотранспорта. Без труда удаляет дорожную пыль, грязь, масло, следы от насекомых."
A78055S,Полироль для приборной панели матовый 300 мл AVS AVK-060,https://avs-auto.ru/storage/photo/resized/axy_210x210/c/kwjkxu6g0wqcs4w_21d81d7a.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектный блеск матового оттенка."
A78536S,Мастика полимерно-битумная (аэрозоль) 1 л AVS AVK-160,https://avs-auto.ru/storage/photo/resized/axy_210x210/g/x0w59k5fkr7emhc_9cf4a508.jpg,Средства от коррозии,"Полимерно-битумная мастика AVS предназначена для антикоррозийной обработки наружных поверхностей автомобиля (колесные арки, пороги, днище и т.д.). Незаменимое антикоррозийное средство для обработки любых металлических конструкций (трубы горячего и холодного водоснабжения, металлические ограды и т.д.). Обладает повышенными свойствами защиты от воздействия камней, песка, влаги, дорожных реагентов и других агрессивных химических веществ."
A07538S,"Автошампунь для б/к мойки ""Active Foam"" (1:2) 21,2 кг AVS BASIC PF-20",https://avs-auto.ru/storage/photo/resized/axy_210x210/d/ia7nhjm19kxgzxy_28e1d6ba.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A07536S,"Автошампунь для б/к мойки ""Active Foam"" (1:2) 1 л AVS BASIC PF-20",https://avs-auto.ru/storage/photo/resized/axy_210x210/h/9mp1jvss7747u3w_4ea9396f.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A78057S,Полироль для приборной панели матовый 125 мл AVS AVK-062,https://avs-auto.ru/storage/photo/resized/axy_210x210/a/6q20f13qfaps4pn_e61d6424.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектный блеск матового оттенка."
A07534S,"Автошампунь для б/к мойки ""Active Foam"" (1:1) 5 кг AVS OPTIMUM PF-10",https://avs-auto.ru/storage/photo/resized/axy_210x210/a/346wmzd1jhvqqxj_a5c9b8f8.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A07537S,"Автошампунь для б/к мойки ""Active Foam"" (1:2) 5,3 кг AVS BASIC PF-20",https://avs-auto.ru/storage/photo/resized/axy_210x210/c/t74jn50bxbezd5c_1598b4b1.jpg,Автошампуни и воск для сушки,"Концентрированное средство для бесконтактной мойки автомобильного транспорта. Удаляет дорожную пыль, масло, грязь, следы насекомых."
A78709S,Полироль для приборной панели матовый (Яблоко) 125 мл AVS AVK-079,https://avs-auto.ru/storage/photo/resized/axy_210x210/h/mnqplvvzpy0m58y_fd7f5090.jpg,Для салона,"Нежно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектный блеск матового оттенка."
A07745S,Очиститель для рук (Апельсин) (дозатор) 700 мл AVS AVK-660,https://avs-auto.ru/storage/photo/resized/axy_210x210/e/zk012ztcopyjjls_dc976773.jpg,Очистители для рук,"Высокоэффективный крем для очистки кожи рук от сложных загрязнений, таких как: синтетические масла, смазки, нефтепродукты, органические красители, сажа."
A78058S,Полироль для приборной панели глянцевый 125 мл AVS AVK-063,https://avs-auto.ru/storage/photo/resized/axy_210x210/i/yob2baepoq431cq_69b8dfc3.jpg,Для салона,"Эффективно очищает и полирует элементы интерьера автомобиля из пластика, винила, резины и кожзаменителя. Придает эффектный глянцевый блеск."
